,Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s]
0,05.11.2015 00:00:00,2,0,156,3.4,4194304,1050673,25.05,0,14,54,12,45
1,05.11.2015 00:05:00,2,0,150,3.27,4194304,1095552,26.12,0,17,54,2,13
2,05.11.2015 00:10:00,2,0,158,3.46,4194304,1025507,24.45,0,15,54,12,45
3,05.11.2015 00:15:00,2,0,156,3.4,4194304,992372,23.66,0,16,54,3,12
4,05.11.2015 00:20:00,2,0,159,3.47,4194304,1129107,26.92,0,15,54,13,46
5,05.11.2015 00:25:00,2,0,152,3.31,4194304,1092616,26.05,0,15,54,2,11
6,05.11.2015 00:30:00,2,0,149,3.25,4194304,958398,22.85,0,13,54,2,11
7,05.11.2015 00:35:00,2,0,160,3.5,4194304,1187827,28.32,0,72,54,2,53
8,05.11.2015 00:40:00,2,0,156,3.4,4194304,1101005,26.25,0,14,54,12,45
9,05.11.2015 00:45:00,2,0,148,3.23,4194304,1115265,26.59,0,15,54,2,11
10,05.11.2015 00:50:00,2,0,169,3.69,4194304,1241095,29.59,0,15,54,12,45
11,05.11.2015 00:55:00,2,0,148,3.23,4194304,1182374,28.19,0,16,54,2,11
12,05.11.2015 01:00:00,2,0,150,3.28,4194304,1053609,25.12,0,15,54,2,11
13,05.11.2015 01:05:00,2,0,167,3.64,4194304,941621,22.45,0,16,54,164,20
14,05.11.2015 01:10:00,2,0,148,3.23,4194304,1011666,24.12,0,14,54,2,11
15,05.11.2015 01:15:00,2,0,150,3.28,4194304,964270,22.99,0,15,54,2,11
16,05.11.2015 01:20:00,2,0,157,3.42,4194304,983564,23.45,0,14,54,12,45
17,05.11.2015 01:25:00,2,0,136,2.97,4194304,891290,21.25,0,16,54,2,11
18,05.11.2015 01:30:00,2,0,141,3.08,4194304,885837,21.12,0,14,54,12,45
19,05.11.2015 01:35:00,2,0,133,2.92,4194304,939105,22.39,0,15,54,2,11
20,05.11.2015 01:40:00,2,0,144,3.15,4194304,846830,20.19,0,14,54,2,11
21,05.11.2015 01:45:00,2,0,149,3.25,4194304,877448,20.92,0,15,54,2,11
22,05.11.2015 01:50:00,2,0,163,3.56,4194304,1193280,28.45,0,15,54,2,11
23,05.11.2015 01:55:00,2,0,151,3.3,4194304,1266260,30.19,0,16,54,2,11
24,05.11.2015 02:00:00,2,0,157,3.43,4194304,863607,20.59,0,15,54,2,15
25,05.11.2015 02:05:00,2,0,160,3.48,4194304,1014602,24.19,0,17,54,24,32
26,05.11.2015 02:10:00,2,0,163,3.56,4194304,1022991,24.39,0,15,54,120,149
27,05.11.2015 02:15:00,2,0,158,3.45,4194304,905550,21.59,0,15,54,86,92
28,05.11.2015 02:20:00,2,0,165,3.6,4194304,966787,23.05,0,15,54,100,130
29,05.11.2015 02:25:00,2,0,156,3.42,4194304,1173986,27.99,0,17,54,93,99
30,05.11.2015 02:30:00,2,0,155,3.38,4194304,1048157,24.99,0,14,54,100,105
31,05.11.2015 02:35:00,2,0,159,3.47,4194304,922327,21.99,0,16,54,99,106
32,05.11.2015 02:40:00,2,0,176,3.85,4194304,1098488,26.19,0,16,54,135,163
33,05.11.2015 02:45:00,2,0,155,3.38,4194304,978112,23.32,0,15,54,82,88
34,05.11.2015 02:50:00,2,0,166,3.62,4194304,975176,23.25,0,14,54,89,95
35,05.11.2015 02:55:00,2,0,155,3.37,4194304,1115265,26.59,0,16,54,94,100
36,05.11.2015 03:00:00,2,0,160,3.49,4194304,958398,22.85,0,13,54,102,132
37,05.11.2015 03:05:00,2,0,154,3.37,4194304,871996,20.79,0,16,54,91,96
38,05.11.2015 03:10:00,2,0,152,3.32,4194304,857735,20.45,0,14,54,29,37
39,05.11.2015 03:15:00,2,0,143,3.12,4194304,983564,23.45,0,15,54,2,11
40,05.11.2015 03:20:00,2,0,157,3.44,4194304,975176,23.25,0,15,54,12,45
41,05.11.2015 03:25:00,2,0,152,3.31,4194304,983564,23.45,0,15,54,2,11
42,05.11.2015 03:30:00,2,0,150,3.27,4194304,919391,21.92,0,13,54,2,11
43,05.11.2015 03:35:00,2,0,151,3.3,4194304,933233,22.25,0,15,54,2,11
44,05.11.2015 03:40:00,2,0,160,3.49,4194304,947493,22.59,0,16,54,12,46
45,05.11.2015 03:45:00,2,0,162,3.53,4194304,972659,23.19,0,15,54,72,79
46,05.11.2015 03:50:00,2,0,175,3.82,4194304,1232706,29.39,0,14,54,103,133
47,05.11.2015 03:55:00,2,0,156,3.4,4194304,1327497,31.65,0,15,54,93,99
48,05.11.2015 04:00:00,2,0,165,3.6,4194304,1045221,24.92,0,13,54,101,131
49,05.11.2015 04:05:00,2,0,164,3.59,4194304,1123654,26.79,1,45,54,90,96
50,05.11.2015 04:10:00,2,0,154,3.37,4194304,1101005,26.25,0,14,54,79,85
51,05.11.2015 04:15:00,2,0,152,3.31,4194304,905550,21.59,0,14,54,38,46
52,05.11.2015 04:20:00,2,0,157,3.43,4194304,885837,21.12,0,15,54,12,45
53,05.11.2015 04:25:00,2,0,154,3.36,4194304,944557,22.52,0,15,54,2,11
54,05.11.2015 04:30:00,2,0,153,3.33,4194304,939105,22.39,0,12,54,2,11
55,05.11.2015 04:35:00,2,0,150,3.28,4194304,840958,20.05,0,14,54,2,11
56,05.11.2015 04:40:00,2,0,157,3.44,4194304,1098488,26.19,0,14,54,12,45
57,05.11.2015 04:45:00,2,0,150,3.29,4194304,1031379,24.59,0,14,54,2,11
58,05.11.2015 04:50:00,2,0,162,3.54,4194304,1142948,27.25,0,15,54,2,11
59,05.11.2015 04:55:00,2,0,151,3.29,4194304,1333369,31.79,0,15,54,2,11
60,05.11.2015 05:00:00,2,0,158,3.44,4194304,941621,22.45,0,14,54,12,45
61,05.11.2015 05:05:00,2,0,157,3.42,4194304,1081711,25.79,0,21,54,2,11
62,05.11.2015 05:10:00,2,0,151,3.29,4194304,981048,23.39,0,14,54,2,11
63,05.11.2015 05:15:00,2,0,150,3.28,4194304,939105,22.39,0,14,54,2,11
64,05.11.2015 05:20:00,2,0,150,3.29,4194304,930716,22.19,0,15,54,2,11
65,05.11.2015 05:25:00,2,0,152,3.32,4194304,989436,23.59,0,15,54,2,11
66,05.11.2015 05:30:00,2,0,153,3.35,4194304,1033896,24.65,0,13,54,2,11
67,05.11.2015 05:35:00,2,0,150,3.27,4194304,930716,22.19,0,15,54,2,11
68,05.11.2015 05:40:00,2,0,160,3.49,4194304,1048157,24.99,0,15,54,12,45
69,05.11.2015 05:45:00,2,0,150,3.27,4194304,1142948,27.25,0,14,54,2,11
70,05.11.2015 05:50:00,2,0,160,3.49,4194304,1095552,26.12,0,14,54,2,11
71,05.11.2015 05:55:00,2,0,152,3.32,4194304,1196216,28.52,0,15,54,1,11
72,05.11.2015 06:00:00,2,0,159,3.47,4194304,927780,22.12,0,15,54,12,45
73,05.11.2015 06:05:00,2,0,151,3.3,4194304,1112329,26.52,0,16,54,2,11
74,05.11.2015 06:10:00,2,0,158,3.45,4194304,952946,22.72,0,15,54,12,45
75,05.11.2015 06:15:00,2,0,152,3.31,4194304,989436,23.59,0,15,54,2,11
76,05.11.2015 06:20:00,2,0,161,3.51,4194304,989436,23.59,0,14,54,12,45
77,05.11.2015 06:25:00,2,0,150,3.29,4194304,972659,23.19,0,16,54,2,11
78,05.11.2015 06:30:00,2,0,158,3.45,4194304,1020055,24.32,0,13,54,12,45
79,05.11.2015 06:35:00,2,0,152,3.33,4194304,1022991,24.39,0,15,54,2,30
80,05.11.2015 06:40:00,2,0,153,3.34,4194304,1014602,24.19,0,15,54,2,12
81,05.11.2015 06:45:00,2,0,172,3.76,4194304,1036832,24.72,0,15,54,11,24
82,05.11.2015 06:50:00,2,0,172,3.75,4194304,1224317,29.19,0,14,54,12,45
83,05.11.2015 06:55:00,2,0,167,3.66,4194304,1243611,29.65,0,17,54,9,21
84,05.11.2015 07:00:00,2,0,158,3.44,4194304,1103941,26.32,0,15,54,12,49
85,05.11.2015 07:05:00,2,0,154,3.36,4194304,1067450,25.45,0,16,54,2,11
86,05.11.2015 07:10:00,2,0,153,3.34,4194304,981048,23.39,0,15,54,2,11
87,05.11.2015 07:15:00,2,0,151,3.31,4194304,1048157,24.99,0,15,54,2,11
88,05.11.2015 07:20:00,2,0,154,3.37,4194304,936169,22.32,0,14,54,2,11
89,05.11.2015 07:25:00,2,0,151,3.3,4194304,1031379,24.59,0,15,54,2,11
90,05.11.2015 07:30:00,2,0,151,3.29,4194304,913939,21.79,0,13,54,2,11
91,05.11.2015 07:35:00,2,0,153,3.34,4194304,880384,20.99,0,15,54,2,11
92,05.11.2015 07:40:00,2,0,151,3.29,4194304,897162,21.39,0,15,54,2,11
93,05.11.2015 07:45:00,2,0,154,3.37,4194304,930716,22.19,0,14,54,10,13
94,05.11.2015 07:50:00,2,0,165,3.61,4194304,1098488,26.19,0,15,54,23,20
95,05.11.2015 07:55:00,2,0,157,3.43,4194304,1249483,29.79,0,17,54,27,37
96,05.11.2015 08:00:00,2,0,167,3.65,4194304,1090100,25.99,0,15,54,8,22
97,05.11.2015 08:05:00,2,0,164,3.57,4194304,1039768,24.79,0,18,54,24,35
98,05.11.2015 08:10:00,2,0,154,3.36,4194304,997825,23.79,0,14,54,2,12
99,05.11.2015 08:15:00,2,0,151,3.29,4194304,972659,23.19,0,15,54,2,18
100,05.11.2015 08:20:00,2,0,195,4.26,4194304,1246547,29.72,0,17,54,83,42
101,05.11.2015 08:25:00,2,0,197,4.3,4194304,1280102,30.52,0,23,54,41,36
102,05.11.2015 08:30:00,2,0,195,4.26,4194304,1266260,30.19,0,20,54,21,44
103,05.11.2015 08:35:00,2,0,239,5.21,4194304,1201668,28.65,0,24,54,76,62
104,05.11.2015 08:40:00,2,0,233,5.08,4194304,1392089,33.19,47,502,54,66,95
105,05.11.2015 08:45:00,2,0,215,4.69,4194304,1330433,31.72,0,19,54,56,53
106,05.11.2015 08:50:00,2,0,211,4.6,4194304,1288490,30.72,0,19,54,30,42
107,05.11.2015 08:55:00,2,0,200,4.37,4194304,1456262,34.72,0,20,54,40,46
108,05.11.2015 09:00:00,2,0,185,4.03,4194304,1212993,28.92,0,14,54,20,41
109,05.11.2015 09:05:00,2,0,169,3.69,4194304,1036832,24.72,0,18,54,21,19
110,05.11.2015 09:10:00,2,0,174,3.81,4194304,1028443,24.52,0,19,54,25,24
111,05.11.2015 09:15:00,2,0,224,4.88,4194304,1025507,24.45,0,19,54,223,31
112,05.11.2015 09:20:00,2,0,195,4.25,4194304,1196216,28.52,0,20,54,32,70
113,05.11.2015 09:25:00,2,0,164,3.59,4194304,1039768,24.79,0,17,54,14,19
114,05.11.2015 09:30:00,2,0,176,3.83,4194304,1112329,26.52,0,16,54,25,52
115,05.11.2015 09:35:00,2,0,166,3.62,4194304,1025507,24.45,0,18,54,8,16
116,05.11.2015 09:40:00,2,0,225,4.91,4194304,1050673,25.05,0,19,54,126,64
117,05.11.2015 09:45:00,2,0,211,4.61,4194304,1087164,25.92,0,18,54,118,32
118,05.11.2015 09:50:00,2,0,206,4.5,4194304,1179438,28.12,0,24,54,71,40
119,05.11.2015 09:55:00,2,0,181,3.94,4194304,1280102,30.52,0,17,54,12,23
120,05.11.2015 10:00:00,2,0,190,4.15,4194304,1078775,25.72,0,492,54,503,23
121,05.11.2015 10:05:00,2,0,998,21.73,4194304,1453326,34.65,364,1180,54,29,67
122,05.11.2015 10:10:00,2,0,538,11.72,4194304,1794743,42.79,0,21,54,37,49
123,05.11.2015 10:15:00,2,0,1010,22.0,4194304,1283038,30.59,0,154,54,364,230
124,05.11.2015 10:20:00,2,0,310,6.76,4194304,1299815,30.99,0,21,54,42,136
125,05.11.2015 10:25:00,2,0,210,4.58,4194304,1022991,24.39,0,18,54,18,54
126,05.11.2015 10:30:00,2,0,187,4.09,4194304,997825,23.79,0,14,54,45,23
127,05.11.2015 10:35:00,2,0,204,4.45,4194304,1014602,24.19,0,17,54,18,56
128,05.11.2015 10:40:00,2,0,353,7.7,4194304,1210057,28.85,0,25,54,137,52
129,05.11.2015 10:45:00,2,0,221,4.82,4194304,1249483,29.79,0,17,54,42,43
130,05.11.2015 10:50:00,2,0,257,5.61,4194304,1076258,25.66,0,19,54,106,68
131,05.11.2015 10:55:00,2,0,612,13.33,4194304,1142948,27.25,0,154,54,387,170
132,05.11.2015 11:00:00,2,0,192,4.2,4194304,1092616,26.05,1,20,54,16,21
133,05.11.2015 11:05:00,2,0,237,5.17,4194304,1048157,24.99,0,611,54,638,59
134,05.11.2015 11:10:00,2,0,2482,54.03,4194304,1998586,47.65,1,2190,54,526,307
135,05.11.2015 11:15:00,2,0,538,11.71,4194304,1526307,36.39,0,23,54,151,106
136,05.11.2015 11:20:00,2,0,433,9.44,4194304,1199152,28.59,0,18,54,656,74
137,05.11.2015 11:25:00,2,0,338,7.38,4194304,1274649,30.39,0,19,54,80,168
138,05.11.2015 11:30:00,2,0,350,7.64,4194304,1268777,30.25,0,21,54,529,345
139,05.11.2015 11:35:00,2,0,375,8.17,4194304,1087164,25.92,0,18,54,105,144
140,05.11.2015 11:40:00,2,0,240,5.25,4194304,955882,22.79,0,96,54,469,69
141,05.11.2015 11:45:00,2,0,371,8.09,4194304,1109393,26.45,0,60,54,162,105
142,05.11.2015 11:50:00,2,0,1021,22.23,4194304,1263324,30.12,0,136,54,369,266
143,05.11.2015 11:55:00,2,0,282,6.15,4194304,1157208,27.59,0,17,54,360,68
144,05.11.2015 12:00:00,2,0,287,6.27,4194304,1061998,25.32,0,16,54,146,62
145,05.11.2015 12:05:00,2,0,215,4.69,4194304,1095552,26.12,0,18,54,167,84
146,05.11.2015 12:10:00,2,0,238,5.19,4194304,1132043,26.99,0,20,54,83,51
147,05.11.2015 12:15:00,2,0,233,5.09,4194304,1087164,25.92,0,21,54,171,81
148,05.11.2015 12:20:00,2,0,197,4.3,4194304,936169,22.32,0,16,54,13,28
149,05.11.2015 12:25:00,2,0,232,5.06,4194304,1221381,29.12,0,17,54,21,48
150,05.11.2015 12:30:00,2,0,154,3.38,4194304,1179438,28.12,0,14,54,2,11
151,05.11.2015 12:35:00,2,0,251,5.46,4194304,1061998,25.32,0,17,54,13,54
152,05.11.2015 12:40:00,2,0,180,3.92,4194304,1006214,23.99,0,16,54,14,27
153,05.11.2015 12:45:00,2,0,273,5.95,4194304,1073322,25.59,0,19,54,54,65
154,05.11.2015 12:50:00,2,0,165,3.61,4194304,1064934,25.39,0,15,54,3,12
155,05.11.2015 12:55:00,2,0,162,3.53,4194304,1006214,23.99,0,17,54,5,13
156,05.11.2015 13:00:00,2,0,190,4.16,4194304,1115265,26.59,0,16,54,8,18
157,05.11.2015 13:05:00,2,0,180,3.92,4194304,1022991,24.39,0,20,54,11,20
158,05.11.2015 13:10:00,2,0,220,4.8,4194304,1075839,25.65,0,17,54,38,54
159,05.11.2015 13:15:00,2,0,478,10.41,4194304,1120718,26.72,0,176,54,239,152
160,05.11.2015 13:20:00,2,0,719,15.65,4194304,1394606,33.25,0,15,54,128,126
161,05.11.2015 13:25:00,2,0,174,3.8,4194304,1319109,31.45,0,18,54,25,26
162,05.11.2015 13:30:00,2,0,157,3.42,4194304,1165597,27.79,0,14,54,12,20
163,05.11.2015 13:35:00,2,0,173,3.78,4194304,994889,23.72,0,15,54,14,49
164,05.11.2015 13:40:00,2,0,211,4.6,4194304,936169,22.32,0,16,54,55,50
165,05.11.2015 13:45:00,2,0,223,4.86,4194304,1179438,28.12,0,16,54,32,56
166,05.11.2015 13:50:00,2,0,190,4.14,4194304,1092616,26.05,0,16,54,20,32
167,05.11.2015 13:55:00,2,0,165,3.6,4194304,1087164,25.92,0,16,54,12,46
168,05.11.2015 14:00:00,2,0,152,3.33,4194304,897162,21.39,0,13,54,2,11
169,05.11.2015 14:05:00,2,0,164,3.58,4194304,1042285,24.85,0,17,54,19,54
170,05.11.2015 14:10:00,2,0,157,3.42,4194304,994889,23.72,0,15,54,6,15
171,05.11.2015 14:15:00,2,0,160,3.49,4194304,1031379,24.59,0,14,54,12,46
172,05.11.2015 14:20:00,2,0,249,5.43,4194304,1059062,25.25,0,17,54,354,53
173,05.11.2015 14:25:00,2,0,233,5.09,4194304,1229770,29.32,0,18,54,237,45
174,05.11.2015 14:30:00,2,0,169,3.69,4194304,1333369,31.79,0,14,54,11,38
175,05.11.2015 14:35:00,2,0,228,4.97,4194304,1224317,29.19,0,17,54,228,162
176,05.11.2015 14:40:00,2,0,235,5.12,4194304,1118201,26.66,0,17,54,180,60
177,05.11.2015 14:45:00,2,0,160,3.49,4194304,1120718,26.72,0,14,54,8,12
178,05.11.2015 14:50:00,2,0,151,3.29,4194304,997825,23.79,0,14,54,2,11
179,05.11.2015 14:55:00,2,0,199,4.35,4194304,1025507,24.45,0,19,54,41,76
180,05.11.2015 15:00:00,2,0,179,3.9,4194304,1031379,24.59,0,16,54,20,23
181,05.11.2015 15:05:00,2,0,184,4.02,4194304,997825,23.79,0,17,54,17,40
182,05.11.2015 15:10:00,2,0,197,4.29,4194304,1039768,24.79,0,17,54,148,98
183,05.11.2015 15:15:00,2,0,255,5.57,4194304,1064934,25.39,0,18,54,159,130
184,05.11.2015 15:20:00,2,0,157,3.43,4194304,1148820,27.39,0,15,54,74,25
185,05.11.2015 15:25:00,2,0,231,5.05,4194304,1134559,27.05,0,17,54,143,92
186,05.11.2015 15:30:00,2,0,158,3.45,4194304,1249483,29.79,0,15,54,34,33
187,05.11.2015 15:35:00,2,0,192,4.18,4194304,997825,23.79,0,16,54,234,30
188,05.11.2015 15:40:00,2,0,182,3.98,4194304,1073322,25.59,0,19,54,87,36
189,05.11.2015 15:45:00,2,0,198,4.31,4194304,1081711,25.79,0,19,54,128,53
190,05.11.2015 15:50:00,2,0,196,4.29,4194304,1014602,24.19,0,18,54,176,41
191,05.11.2015 15:55:00,2,0,207,4.51,4194304,1207540,28.79,0,20,54,211,59
192,05.11.2015 16:00:00,2,0,202,4.42,4194304,1140431,27.19,0,18,54,61,49
193,05.11.2015 16:05:00,2,0,213,4.65,4194304,1098488,26.19,0,20,54,70,78
194,05.11.2015 16:10:00,2,0,185,4.04,4194304,1212993,28.92,0,17,54,33,31
195,05.11.2015 16:15:00,2,0,174,3.79,4194304,1145884,27.32,0,17,54,36,62
196,05.11.2015 16:20:00,2,0,209,4.56,4194304,1173986,27.99,0,19,54,138,37
197,05.11.2015 16:25:00,2,0,218,4.75,4194304,1268777,30.25,0,20,54,37,72
198,05.11.2015 16:30:00,2,0,242,5.28,4194304,1266260,30.19,0,17,54,216,39
199,05.11.2015 16:35:00,2,0,186,4.05,4194304,1120718,26.72,0,19,54,67,36
200,05.11.2015 16:40:00,2,0,339,7.38,4194304,1293943,30.85,0,20,54,633,65
201,05.11.2015 16:45:00,2,0,230,5.02,4194304,1503658,35.85,0,18,54,25,62
202,05.11.2015 16:50:00,2,0,166,3.62,4194304,1061998,25.32,0,17,54,8,16
203,05.11.2015 16:55:00,2,0,259,5.65,4194304,1017119,24.25,0,17,54,311,32
204,05.11.2015 17:00:00,2,0,165,3.59,4194304,972659,23.19,0,14,54,178,37
205,05.11.2015 17:05:00,2,0,175,3.83,4194304,916455,21.85,0,18,54,25,54
206,05.11.2015 17:10:00,2,0,169,3.69,4194304,1014602,24.19,0,16,54,35,25
207,05.11.2015 17:15:00,2,0,243,5.3,4194304,1053609,25.12,0,20,54,234,106
208,05.11.2015 17:20:00,2,0,284,6.19,4194304,1142948,27.25,0,18,54,397,88
209,05.11.2015 17:25:00,2,0,181,3.95,4194304,1252000,29.85,0,17,54,36,30
210,05.11.2015 17:30:00,2,0,166,3.62,4194304,1140431,27.19,0,15,54,18,21
211,05.11.2015 17:35:00,2,0,188,4.1,4194304,975176,23.25,0,18,54,42,62
212,05.11.2015 17:40:00,2,0,148,3.23,4194304,933233,22.25,0,15,54,2,11
213,05.11.2015 17:45:00,2,0,151,3.29,4194304,930716,22.19,0,14,54,2,11
214,05.11.2015 17:50:00,2,0,148,3.22,4194304,877448,20.92,0,14,54,2,11
215,05.11.2015 17:55:00,2,0,155,3.38,4194304,997825,23.79,0,16,54,12,45
216,05.11.2015 18:00:00,2,0,147,3.21,4194304,888773,21.19,0,14,54,2,11
217,05.11.2015 18:05:00,2,0,149,3.24,4194304,846830,20.19,0,16,54,2,11
218,05.11.2015 18:10:00,2,0,147,3.22,4194304,888773,21.19,0,14,54,2,11
219,05.11.2015 18:15:00,2,0,155,3.39,4194304,930716,22.19,0,15,54,12,46
220,05.11.2015 18:20:00,2,0,140,3.05,4194304,830053,19.79,0,15,54,2,11
221,05.11.2015 18:25:00,2,0,172,3.76,4194304,1173986,27.99,0,17,54,32,22
222,05.11.2015 18:30:00,2,0,147,3.22,4194304,1190763,28.39,0,12,54,2,11
223,05.11.2015 18:35:00,2,0,154,3.36,4194304,981048,23.39,0,16,54,12,46
224,05.11.2015 18:40:00,2,0,152,3.31,4194304,1022991,24.39,0,15,54,2,27
225,05.11.2015 18:45:00,2,0,199,4.35,4194304,1045221,24.92,0,17,54,43,48
226,05.11.2015 18:50:00,2,0,188,4.1,4194304,1112329,26.52,0,15,54,19,46
227,05.11.2015 18:55:00,2,0,160,3.5,4194304,975176,23.25,0,16,54,7,18
228,05.11.2015 19:00:00,2,0,148,3.22,4194304,939105,22.39,0,13,54,2,11
229,05.11.2015 19:05:00,2,0,169,3.69,4194304,961334,22.92,0,17,54,17,62
230,05.11.2015 19:10:00,2,0,160,3.5,4194304,880384,20.99,0,16,54,10,28
231,05.11.2015 19:15:00,2,0,162,3.54,4194304,880384,20.99,0,15,54,32,20
232,05.11.2015 19:20:00,2,0,141,3.09,4194304,888773,21.19,0,15,54,2,11
233,05.11.2015 19:25:00,2,0,165,3.6,4194304,1028443,24.52,0,16,54,12,46
234,05.11.2015 19:30:00,2,0,149,3.25,4194304,1106877,26.39,0,13,54,2,15
235,05.11.2015 19:35:00,2,0,155,3.39,4194304,905550,21.59,0,16,54,12,46
236,05.11.2015 19:40:00,2,0,154,3.36,4194304,882901,21.05,0,15,54,3,16
237,05.11.2015 19:45:00,2,0,180,3.93,4194304,939105,22.39,0,15,54,28,67
238,05.11.2015 19:50:00,2,0,148,3.24,4194304,874512,20.85,0,14,54,2,11
239,05.11.2015 19:55:00,2,0,148,3.23,4194304,936169,22.32,0,16,54,2,11
240,05.11.2015 20:00:00,2,0,149,3.25,4194304,983564,23.45,0,14,54,2,15
241,05.11.2015 20:05:00,2,0,185,4.03,4194304,1039768,24.79,0,17,54,17,42
242,05.11.2015 20:10:00,2,0,148,3.23,4194304,888773,21.19,0,15,54,2,22
243,05.11.2015 20:15:00,2,0,155,3.38,4194304,880384,20.99,0,16,54,12,46
244,05.11.2015 20:20:00,2,0,139,3.04,4194304,952946,22.72,0,14,54,2,11
245,05.11.2015 20:25:00,2,0,183,4.0,4194304,1179438,28.12,0,16,54,17,35
246,05.11.2015 20:30:00,2,0,147,3.22,4194304,1238159,29.52,0,13,54,1,11
247,05.11.2015 20:35:00,2,0,150,3.28,4194304,955882,22.79,0,15,54,2,40
248,05.11.2015 20:40:00,2,0,164,3.58,4194304,947493,22.59,0,15,54,8,20
249,05.11.2015 20:45:00,2,0,171,3.74,4194304,939105,22.39,0,16,54,14,28
250,05.11.2015 20:50:00,2,0,153,3.33,4194304,972659,23.19,0,14,54,5,15
251,05.11.2015 20:55:00,2,0,149,3.25,4194304,905550,21.59,0,16,54,2,11
252,05.11.2015 21:00:00,2,0,148,3.23,4194304,989436,23.59,0,14,54,2,15
253,05.11.2015 21:05:00,2,0,161,3.52,4194304,981048,23.39,0,17,54,12,19
254,05.11.2015 21:10:00,2,0,148,3.24,4194304,981048,23.39,0,15,54,2,11
255,05.11.2015 21:15:00,2,0,149,3.26,4194304,905550,21.59,0,16,54,2,17
256,05.11.2015 21:20:00,2,0,140,3.05,4194304,972659,23.19,0,14,54,2,11
257,05.11.2015 21:25:00,2,0,163,3.55,4194304,1115265,26.59,0,16,54,2,11
258,05.11.2015 21:30:00,2,0,147,3.2,4194304,1064934,25.39,0,14,54,2,11
259,05.11.2015 21:35:00,2,0,157,3.43,4194304,994889,23.72,0,16,54,12,46
260,05.11.2015 21:40:00,2,0,151,3.3,4194304,821664,19.59,0,15,54,12,19
261,05.11.2015 21:45:00,2,0,169,3.69,4194304,1061998,25.32,0,16,54,15,25
262,05.11.2015 21:50:00,2,0,175,3.81,4194304,1187827,28.32,0,15,54,13,30
263,05.11.2015 21:55:00,2,0,151,3.3,4194304,986500,23.52,0,16,54,2,14
264,05.11.2015 22:00:00,2,0,168,3.66,4194304,1020055,24.32,0,16,54,11,26
265,05.11.2015 22:05:00,2,0,235,5.12,4194304,1260388,30.05,0,16,54,17,63
266,05.11.2015 22:10:00,2,0,201,4.39,4194304,1319109,31.45,0,19,54,43,44
267,05.11.2015 22:15:00,2,0,193,4.21,4194304,1075839,25.65,0,19,54,30,59
268,05.11.2015 22:20:00,2,0,170,3.71,4194304,1059062,25.25,0,17,54,16,23
269,05.11.2015 22:25:00,2,0,208,4.53,4194304,1238159,29.52,0,21,54,29,60
270,05.11.2015 22:30:00,2,0,202,4.41,4194304,1330433,31.72,0,18,54,25,44
271,05.11.2015 22:35:00,2,0,203,4.42,4194304,1056545,25.19,0,20,54,29,43
272,05.11.2015 22:40:00,2,0,170,3.71,4194304,1098488,26.19,0,18,54,16,25
273,05.11.2015 22:45:00,2,0,211,4.61,4194304,1000342,23.85,0,19,54,56,48
274,05.11.2015 22:50:00,2,0,194,4.24,4194304,1048157,24.99,0,42,54,117,52
275,05.11.2015 22:55:00,2,0,226,4.94,4194304,1061998,25.32,0,20,54,87,88
276,05.11.2015 23:00:00,2,0,182,3.97,4194304,1045221,24.92,0,15,54,67,49
277,05.11.2015 23:05:00,2,0,154,3.37,4194304,1059062,25.25,0,16,54,20,19
278,05.11.2015 23:10:00,2,0,150,3.27,4194304,947493,22.59,0,13,54,4,13
279,05.11.2015 23:15:00,2,0,152,3.33,4194304,994889,23.72,0,15,54,5,19
280,05.11.2015 23:20:00,2,0,188,4.1,4194304,1093036,26.06,0,17,54,32,47
281,05.11.2015 23:25:00,2,0,175,3.82,4194304,1022991,24.39,0,15,54,14,48
282,05.11.2015 23:30:00,2,0,147,3.21,4194304,1274649,30.39,0,14,54,2,11
283,05.11.2015 23:35:00,2,0,154,3.36,4194304,922327,21.99,0,17,54,12,46
284,05.11.2015 23:40:00,2,0,147,3.2,4194304,930716,22.19,0,14,54,2,11
285,05.11.2015 23:45:00,2,0,150,3.27,4194304,796498,18.99,0,15,54,2,11
286,05.11.2015 23:50:00,2,0,162,3.54,4194304,871996,20.79,0,15,54,11,22
287,05.11.2015 23:55:00,2,0,155,3.39,4194304,1031379,24.59,0,18,54,12,46
288,06.11.2015 00:00:00,2,0,148,3.22,4194304,1106877,26.39,0,13,54,2,11
289,06.11.2015 00:05:00,2,0,156,3.4,4194304,955882,22.79,0,17,54,12,46
290,06.11.2015 00:10:00,2,0,146,3.18,4194304,1014602,24.19,0,15,54,2,11
291,06.11.2015 00:15:00,2,0,277,6.04,4194304,1984745,47.32,0,73,54,74,2629
292,06.11.2015 00:20:00,2,0,138,3.01,4194304,1335886,31.85,0,15,54,2,11
293,06.11.2015 00:25:00,2,0,163,3.56,4194304,1061998,25.32,0,15,54,2,11
294,06.11.2015 00:30:00,2,0,146,3.18,4194304,1171050,27.92,0,14,54,2,11
295,06.11.2015 00:35:00,2,0,151,3.29,4194304,882901,21.05,0,15,54,12,46
296,06.11.2015 00:40:00,2,0,146,3.19,4194304,863607,20.59,0,14,54,2,11
